ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
15021,15,7/27/2023,Lojistik Operasyonları Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,lojistik süreci mutabakatı
3632,25,3/28/2022,İdari İşler Süreç Denetimi,5.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışma kağıtları kontrol edildi
2853,12,3/11/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,4.5,İnceleme,Toplantı (Ekip İçi),Lojistik satınalma dosyaları incelendi
1999,2,2/22/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,3.5,İnceleme,Merkez'den Denetim,bölgeden gelen evrakların değerlendirilmesi- Ecem'e konu ile ilgili geri bildirimlerin yapılması
12210,8,2/20/2023,Stok ve Güvenlik Süreçleri,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
12288,8,2/27/2023,Stok ve Güvenlik Süreçleri,2.5,İnceleme,Toplantı (Şirket Yöneticileri),Süleyman Topçu ile stok farklarına ilişkin rapor mutabakatının yapılması
9984,18,11/9/2022,Fırat EDAŞ ve Çoruh EDAŞ Yatırımlar Teknik Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Fırat ve Çoruh EDAŞ sektör cevapları değerlendirme + mola
14023,2,6/2/2023,Gider Denetimi,8,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor yazımı
12188,6,3/1/2023,CRM ve ISU Yetkilendirme Süreci,2,İnceleme,Toplantı (Ekip İçi),İnceleme-Toplantı (Ekip İçi)
1160,13,2/1/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Sahada Denetim,Fatura itiraz ve İptal süreci
15136,9,8/14/2023,Holding Teknik Satınalma Denetimi,2,İnceleme,Toplantı (Şirket Yöneticileri),Meral Tunalı ile nihai rapor için toplantı
967,21,1/27/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),2,Ön Hazırlık,Toplantı (Ekip İçi),"Samet Yavuz, Ecem Özözen toplantı"
5662,16,6/1/2022,İdari&Diğer,0.5,Diğer,Diğer Kişisel İşler,Mola
14833,2,7/6/2023,EDAŞ Trabzon Sürmene ve Köprübaşı İlçe Şeflikleri Çalışanları Hakkındaki İddialar,8.5,İnceleme,Toplantı (Şirket Yöneticileri),soruşturma
813,9,1/24/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
15300,4,8/17/2023,Malzeme ve Depo Yönetim Süreci Denetimi,8,Rapor Yazımı,Nihai Raporun Oluşturulması,"Malzeme ve Depo Yönetim Süreci Denetimi - Taslak raporun tamamlanarak, nihai raporun oluşturulmaya başlangıcı."
1064,29,1/31/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,3,İnceleme,Merkez'den Denetim,Alacak Tahsil Süreci
5594,12,5/30/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",2,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor kontrol edildi
10755,5,12/14/2022,EDAŞ-Planlı Bakım Denetimi,4.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtları ve raporlamalar hazırlanmıştır
3398,3,3/23/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,1,İnceleme,Merkez'den Denetim,Kaçak ve Usulsüz Kullanım Süreci İnceleme
12232,7,3/1/2023,2023 Denetim planı finansalları oluşturma,8.5,İdari,Diğer,2023 Denetim planı finansalları oluşturma
5862,6,6/8/2022,Sektörlerin 2021-2022 çalışma kağıtlarını inceleme,4,İdari,Diğer,Sektörlerin 2021-2022 çalışma kağıtlarını inceleme
2295,3,2/28/2022,Diğer,0.5,Diğer,Diğer Kişisel İşler,Detay yoktur.
11175,3,1/4/2023,İdari,8.5,İdari,Diğer,2023 denetim planı
4961,9,5/13/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,İnceleme,Toplantı (Şirket Yöneticileri),"Karadeniz bölgesi ile toplantı (Hasan Koç, Bülent Yeşilçiçek) Doğalgaz"
7165,6,7/27/2022,"Toplantı tutanaklarının imza süreçleri, masraf formlarının takibi, telefon-mail trafiği",2,İdari,Diğer,"Toplantı tutanaklarının imza süreçleri, masraf formlarının takibi, telefon-mail trafiği"
12865,12,3/6/2023,Hukuk Operasyonları Süreci Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Denetimin güncel durumu üzerinden görüşüldü
15077,11,7/27/2023,Lojistik Operasyonları Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
446,14,1/13/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
6355,6,6/24/2022,2022 çalışma kağıtlarını kontrol etme ve checklisti revize etme,2.5,İdari,Diğer,2022 çalışma kağıtlarını kontrol etme ve checklisti revize etme
5287,1,5/17/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,1,İnceleme,Merkez'den Denetim,Nakit İşlem Limiti Kontrolü
5579,26,5/30/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,1,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Korkut bey ile bulgular üzerine toplantı
10692,25,12/13/2022,İdari&Diğer,8.5,İdari,Diğer,KPMG Görüşme&QAR Dosyalarının Hazırlanması&Kurumsal Yönetişim Projesi
10038,8,11/11/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,2,Rapor Yazımı,Nihai Raporun Oluşturulması,Mükemmeliyetçilik Merkezinden gelen açıklamalara göre rapor incelenmesi
8665,16,9/21/2022,İdari&Diğer,8.5,İdari,Diğer,Qar kapsamında çalışma dosyaları kontrolü ve bulguların süreç çalışmaları için analiz edilmesi
4850,12,5/10/2022,ATK Sigorta Denetimi,3.5,İnceleme,Toplantı (Ekip İçi),Denetim konuları görüşüldü ve önceliklendirildi
10116,30,11/10/2022,İdari,8.5,İdari,Diğer,Aksa Servis YP Satışlarının İncelenmesi
15074,11,7/26/2023,Lojistik Operasyonları Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
12936,9,3/27/2023,Kurumsal Yönetişim dökümanları inceleme + mola,8.5,İdari,Diğer,Kurumsal Yönetişim dökümanları inceleme + mola
13427,3,4/28/2023,Gaz Açma ve Kapama Operasyonları Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Yönetmelik ve şirket içi doküman tarama
13999,12,5/19/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor incelendi ve düzeltmeler yapıldı.
7790,14,8/22/2022,Özbekistan Santral Denetimi,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Taslak Rapor Mutabakat Süreci
13158,2,4/18/2023,bayram izin,8.5,İdari,Diğer,bayram izin
15241,8,8/17/2023,İnsan Kaynakları ve Kültür Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak Rapor Yazımı
5536,30,5/16/2022,Yıllık İzin,8.5,Diğer,Diğer Kişisel İşler,Yıllık İzin
5890,1,6/8/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,2,İnceleme,Toplantı (Ekip İçi),Antalya APC Risk Kontrol Matrisinin Doldurulması (Makbule BAL)
9550,14,10/20/2022,QAR SÜREÇLERİ,8.5,İdari,Diğer,QAR ÇK DÜZENLEME
1059,3,1/31/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Masraf Takip Süreci İnceleme
7625,8,8/10/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
3076,14,3/16/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,2,Ön Hazırlık,Toplantı (Şirket Yöneticileri),AÇILIŞ TOPLANTISI (SERTAÇ URAZ - ALPER KONYALI )
9774,13,11/1/2022,Çanakkale Gaz İhbar Değerlendirme,6.5,İdari,Toplantı,Çanakkale Gaz İhbar Değerlendirme
14540,11,6/22/2023,Lojistik Operasyonları Süreci Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gelen veriler üzerinden çalışmalar yapılmaktadır.
10093,9,11/15/2022,Diğer-Telefon&Mail Trafiği+Time Report Girişleri,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği+Time Report Girişleri
3800,12,3/31/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,3.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Yazımı yapılan kısımlar üzerinden geçildi
7395,25,8/4/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,QAR Sunum Eklerinin Tamamlanması/Güncellenmesi
936,5,1/26/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
14825,6,7/6/2023,Güvence Bedeli Alım ve İade Süreci Denetimi,8.5,İnceleme,Merkez'den Denetim,Deprem bölgelerinde muaf aboneler kontrolü
2695,26,3/9/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Merkez'den Denetim,inceleme çalışmaları - demontaj işlemlerinin incelenmesi
1543,25,2/10/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
4607,15,4/25/2022,mola,1,Diğer,Diğer Kişisel İşler,mola
13914,2,5/22/2023,Gider Denetimi,8,İnceleme,Çalışma Kağıtlarının Hazırlanması,veri incelenmesi ve data hazırlama
4391,9,4/18/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
10770,5,12/13/2022,EDAŞ-Planlı Bakım Denetimi,4.5,İnceleme,Merkez'den Denetim,Planlı bakım süreç çalışması
11065,8,12/30/2022,Bulgu Takip Çalışmaları,4,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları
5926,30,6/9/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,2,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor tamamlandı (mutabakat yanıtları beklenmekte)
12679,29,3/14/2023,Afyon Doğalgaz Dağıtım A.Ş.,8.5,İnceleme,Sahada Denetim,Stok raporu çekilerek içerisinden örneklem seçilmiş ve fiziki stok sayımları gerçekleştirilmiştir.
13298,25,4/20/2023,İdari&Diğer,8.5,İdari,Diğer,Resmi Tatil
9412,13,10/13/2022,EPDK Hesap İzahnamesine Uyum Denetimi,8.5,İnceleme,Merkez'den Denetim,Hesap İzahnamesi ÇK Kontrol
11461,6,1/18/2023,CRM ve ISU Yetkilendirme Süreci,3,Ön Hazırlık,Toplantı (Ekip İçi),Ekip ile toplantı
3658,3,3/29/2022,Ordu-Giresun Doğal Gaz Dağıtım A.Ş.,2,İnceleme,Merkez'den Denetim,Stok Yönetim Süreci İnceleme
6968,14,7/19/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,3,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,TOPLANTI + RAPORA CEVAPLARIN GİRİLMESİ
10768,5,12/12/2022,Bulgu takip,0.5,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Bulgu takip
8095,21,8/31/2022,Cookshop Şirket Denetimi,1,İnceleme,Çalışma Kağıtlarının Kontrolü,Telefon ve Mailleşme
9204,25,10/10/2022,İdari&Diğer,8.5,İdari,Diğer,Holding Strateji ve Globalleşme Toplantısı Sunumu Hazırlama
3673,25,3/29/2022,QAR,3.5,İdari,İdari-Diğer,QAR
3774,6,3/31/2022,İdari İşler Süreç Denetimi,2,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımı
2718,25,3/9/2022,İdari-Diğer,1,İdari,Diğer,İdari-Diğer
1476,6,2/9/2022, Günlük Time Reportların ve  Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer, Günlük Time Reportların ve  Bulgu Tamamlanma Oranlarının Kontrolü
6894,12,7/12/2022,izin,8.5,İdari,Diğer,izin
5510,15,5/27/2022,ATK Sigorta Denetimi,2,İnceleme,Merkez'den Denetim,kasa hareketlerinin incelenmesi ve örneklem seçimi
8332,30,9/7/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,6.5,İnceleme,Merkez'den Denetim,Analiz çalışması kapsamında motor terminlerinin SAP üzerinden kontrol edilmesi
13374,30,4/20/2023,Bayram-İdari İzin,8.5,İdari,Diğer,Bayram-İdari İzin
1172,3,2/2/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının Hazırlanması
10654,15,12/8/2022,Enerji Ticaret Süreçleri Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Dataların talep edilmesi & santralden gelen dataların incelenmesi & birimler ile toplantılar
12551,18,3/16/2023,Bağlantı Operasyon Süreçleri Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının hazırlanması
10919,25,12/23/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,Kurumsal Yönetişim Projesi
10988,18,12/26/2022,2023 Teknik Denetim programı toplantısı,1.5,İdari,Toplantı,2023 Teknik Denetim programı toplantısı (ekip içi)
3946,1,4/5/2022,Çerkezköy Fabrika Stok Sayımı ve Sayım Sonuçlarının Değerlendirilmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
1857,3,2/17/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Sayaç Okuma Süreci İnceleme
7758,13,8/17/2022,Kaçak Gaz Kullanımı İncelemesi-Adana/Mersin,8.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çukurova Bölgesi Kaçak Gaz Kullanımı İncelemesi ÇK Kontrolü
3854,16,4/1/2022,İdari İşler Süreç Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
10703,27,12/14/2022,Gelecek Yıl Gerçekleştirilecek Denetimlere İlişkin Planlama Çalışmalarının Yapılması,8,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Gelecek Yıl Gerçekleştirilecek Denetimlere İlişkin Planlama Çalışmalarının Yapılması
9009,1,9/30/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,4.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Üretim planlama kapsamında Çerkezköy fabrikada gerçekleştirilen yerel satın almalara ilişkin çalışma kağıtları incelendi ve raporla uyumu kontrol edildi.
2871,21,3/11/2022,İdari İşler Süreç Denetimi,4,İnceleme,Merkez'den Denetim,Araç takip sürecinin incelenmesi
5121,2,5/18/2022,EDAŞ - Tunceli İddialar,3,İnceleme,Çalışma Kağıtlarının Hazırlanması,çalışma kağıtlarının hazırlanması
11140,21,1/3/2023,Telefon ve mail trafiği,1.5,Diğer,Telefon&Mail Trafiği,Telefon ve mail trafiği
11016,3,12/28/2022,İdari,8.5,İdari,Diğer,2023 denetim planı
6174,8,6/21/2022,Rekabet Yasası Eğitimi,4,İdari,Diğer,Rekabet Yasası Eğitimi
6463,25,6/29/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,Denetim Yönetim Sistemi Firma İle Toplantı&Denetim Dosyalarının Gözden Geçirilmesi
7985,5,8/29/2022,Yıllık İzin,8.5,İdari,Diğer,Yıllık İzin
10230,8,11/22/2022,Bulgu Takip Çalışmalarının Yapılması,7.5,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmalarının Yapılması
10285,12,11/7/2022,Ödemeler Süreç Denetim-Tüm Sektörler,8.5,İnceleme,Toplantı (Ekip İçi),Güncel konular üzerinden görüşüldü
6699,1,7/6/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
4118,25,4/8/2022,İdari İşler Süreç Denetimi,1.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Raporun mutabakata gönderilmesi öncesi ön görüşme toplantısı yapıldı.
6975,6,7/20/2022,İş Avanslarının Kullanımı  ve Yerel Satın Almaların İncelenmesi,5.5,İnceleme,Sahada Denetim,Van inceleme ve bölgeyle görüşme
1440,3,2/8/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,3,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımı
14228,22,6/14/2023,Holding Teknik Satınalma Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Enerji Teknik Satın Alım Raporu Yazılıyor
13492,26,5/2/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,raporun revize edilmesi ve düzeltmelerin yapılması
2567,29,3/7/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,4,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının Hazırlanması
2845,29,3/11/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,3,Ön Hazırlık,Data Temini&Data Hazırlama,ABYS ve SAP üzerinden data temini
3203,21,3/18/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",2,İnceleme,Merkez'den Denetim,Sermaye yapılarının incelenmesi
4855,21,5/10/2022,Saatlik izin,3,Diğer,Diğer Kişisel İşler,Saatlik izin
5281,12,5/18/2022,yıllık izin,8.5,İdari,Diğer,yıllık izin
10181,25,11/18/2022,İdari&Diğer,8.5,Diğer,Diğer Kişisel İşler,Sağlık Raporu
4260,8,4/13/2022,Çerkezköy Fabrika Stok Sayımı ve Sayım Sonuçlarının Değerlendirilmesi,2,İnceleme,Toplantı (Şirket Yöneticileri),Sayım farklarına ilişkin yapılan toplanır
2204,29,2/25/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Duran varlık zimmet süreci çalışma kağıtlarının hazırlanması
5895,1,6/8/2022,Tamamlanan Denetim Raporlarına İlişkin Kapanış Toplantı Sunumu ve Kapanış Toplantı Tutanağı Hazırlanması,4,İdari,Diğer,Tamamlanan Denetim Raporlarına İlişkin Kapanış Toplantı Sunumu ve Kapanış Toplantı Tutanağı Hazırlanması
423,9,1/13/2022,ELEKTRİK DENETİM,2,Ön Hazırlık,Doküman Tarama,Elektrik sektörüyle ilgili örnek sözleşme ve şartname inceleme
7073,5,7/25/2022,Cookshop Şirket Denetimi,5,İnceleme,Merkez'den Denetim,Görev tanımları ve ik süreçleri tamamlanmıştır.
10528,15,12/5/2022,Enerji Ticaret Süreçleri Denetimi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),planlama ekip uzmanı orçun bey ile toplantı
14122,9,6/9/2023,Yıllık İzin,8.5,İdari,Diğer,Yıllık İzin
3487,8,3/24/2022,Tahsilat Denetimi (Jeneratör),2,İnceleme,Çalışma Kağıtlarının Hazırlanması,telefon mail trafiği
12729,3,3/24/2023,Düzce-Ereğli Doğalgaz Dağıtım A.Ş,2.5,Ön Hazırlık,Data Temini&Data Hazırlama,Data temini
1541,25,2/10/2022,Toplantı,2,İdari,Diğer,Toplantı
10257,26,11/11/2022,IEC ve Kurumsallaşma çalışmaları,8.5,İdari,Diğer,kurumsallaşma kaynak taraması ve IEC çalışmaları
14982,9,7/31/2023,Doğalgaz Yatırımları İhale Süreçleri,6.5,Rapor Yazımı,Taslak Rapor Yazımı,Rapor yazımı + mola
12499,22,3/13/2023,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Santralden gelen cevaplara göre nihai raporun oluşturulması
12110,27,2/16/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,İnceleme,Merkez'den Denetim,Vergi hesaplama işlemleri yapılırken kullanılan çalışma kağıtlarının analiz edilerek amacına uygun bir hale getirilmesi
1175,26,2/2/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,Ön Hazırlık,Doküman Tarama,Denetimle ilgili bütün dokümanların gözden geçirilmesi
12379,9,3/6/2023,Bağlantı Operasyon Süreçleri Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Sistem üzerinden veri çekip ilgili tabloların hazırlanması + mola
15167,25,8/16/2023,Merve'lerin Teknik Satınalma Denetim Raporu,2,İdari,Toplantı,Merve'lerin Teknik Satınalma Denetim Raporu Özet Tablo Oluşturulması
1462,8,2/8/2022,Faturalandırma Denetimi (Jeneratör),2,İnceleme,Toplantı (Ekip İçi),Çalışmaların paylaştırılması ve içeriklerin belirlenmesi
972,14,1/27/2022,SAĞLIK SEBEBİ İLE İZİN,5,Diğer,Diğer Kişisel İşler,SAĞLIK SEBEBİ İLE İZİN
5531,30,5/10/2022,Yıllık İzin,8.5,Diğer,Diğer Kişisel İşler,Yıllık İzin
8889,15,9/27/2022,Sözleşme Süreç Yönetimi Denetimi - Tüm Sektörler,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
13303,3,4/17/2023,İdari,8.5,İdari,Diğer,Resmi tatil
15382,18,7/31/2023,Çoruh ve Fırat Ara Hakediş Uygulama Talimatına Uyum Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor yazımı ve sektör yetkilileri ile değerlendirme toplantısı
14815,6,7/21/2023,Afyon Doğalgaz Dağıtım A.Ş.,8.5,BTS Sistem Girişi,Sisteme Bulgu Girişi,Sisteme bulgu girişi
11404,15,1/17/2023,Lojistik Operasyonları Süreci Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Dokümanların taranması ve rkm hazırlığı
11169,18,1/6/2023,Enerji 2023 denetim planı toplantısı,2,İdari,Toplantı,Enerji 2023 denetim planı toplantısı
5047,26,5/17/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Toplantı (Şirket Yöneticileri),özbekistan finans müdürü m.kemal yılmaz ile toplantı / PYP bütçeleme ile ilgili
5587,21,5/30/2022,EPDK Satınalma Yönetmeliği ve İhale Süreci Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),Ekip içi toplantı
9221,1,10/10/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
4447,9,4/19/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
6600,7,7/1/2022,diğer,1,Diğer,Diğer Kişisel İşler,mola
14521,4,7/3/2023,Malzeme ve Depo Yönetim Süreci Denetimi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Malzeme ve Depo Yönetim Süreci Denetimi kapsamında ilgili birim yöneticileriyle açılış toplantısının yapılması.
9699,7,10/28/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
261,30,1/6/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,5,İnceleme,Merkez'den Denetim,Analiz
1916,21,2/18/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Diğer kişisel işler
8871,21,9/27/2022,Sözleşme Süreç Yönetimi Denetimi - Tüm Sektörler,5,Ön Hazırlık,Data Temini&Data Hazırlama,Ön hazırlık
3761,30,3/31/2022,Faturalandırma Denetimi (Jeneratör),1,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Emrah Tatarka ile toplantı yapılarak bulgular değerlendirildi
11109,18,1/2/2023,EDAŞ-Planlı Bakım Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Planlı Bakım taslak rapor değerlendirme
